DATE,pc1,pc2,pc3,pc4
1999-04-01T16:00:00,-0.23221081661873383,-1.0964735544873163,-0.4783731048125106,0.4633572012442707
1999-04-02T16:00:00,-0.2948829516931565,-0.9837882210927452,-0.502873415502925,0.2719962671194267
1999-04-03T16:00:00,-0.09394747730315829,-0.8195614078114243,-0.2781361489251038,0.4254680747641861
1999-04-04T16:00:00,0.7616015427367875,-0.3408334123458083,-0.3687409227528341,0.24404918237749795
1999-04-05T16:00:00,1.543593134372909,-0.3133700376330874,-0.03261709173045919,0.31080420003146514
1999-04-06T16:00:00,2.1322778046575244,-0.6802910627418635,0.009380344925907445,0.02448482531606336
1999-04-07T16:00:00,2.8454352562827463,-0.7933956972260771,0.5537644491079482,0.0766834432179569
1999-04-08T16:00:00,3.094358660302638,-0.7941179405387494,0.6742826234304786,0.27711399172148454
1999-04-09T16:00:00,3.177096599180394,-0.9893187491931975,0.4925662763693276,0.23111601549115676
1999-04-10T16:00:00,3.520868944725722,-0.9015915751049909,0.5322116851775726,0.2716505272944564
1999-04-11T16:00:00,3.1866283383215306,-1.4842411892320093,0.43910204372355466,0.10186667569745085
1999-04-12T16:00:00,2.751672966067705,-1.7228246362992072,-0.03448701982669527,0.016594285666408057
1999-04-13T16:00:00,2.3470545997482026,-1.8114871287735281,-0.06281835047944415,0.21073425307558344
1999-04-14T16:00:00,1.6875732449580012,-1.8892398404043218,-0.2075780829035264,0.17998728419235355
1999-04-15T16:00:00,1.3224198027889111,-1.6019933321690767,-0.18776812731444908,0.29682051072910876
1999-04-16T16:00:00,0.8935525533138429,-1.397250839097633,-0.26443212574058866,0.48843104866459625
1999-04-17T16:00:00,0.536285511474786,-1.164444364628585,-0.22755342840253065,0.34760911187570803
1999-04-18T16:00:00,0.19791600674187698,-0.8716089958765799,-0.2027348140402739,0.5566628562574911
1999-04-19T16:00:00,-0.016390772566870437,-0.6276825234988564,-0.2996633679117387,0.5461500054072844
1999-04-20T16:00:00,-0.12602647010635318,-0.44732707619808143,-0.536756797392502,0.29108529641809044
1999-04-21T16:00:00,-0.4859147740398775,-0.35105170233992816,-0.5750099543198992,0.3710573442073014
1999-04-22T16:00:00,-0.5297127626029213,-0.4550321636964339,-0.4591067726484161,0.3981618921510862
1999-04-23T16:00:00,-0.3589860399555594,-0.3995172393735405,-0.49724560872474866,0.47409535151290244
1999-04-24T16:00:00,-0.3730012346960863,-0.4762126176424749,-0.4267224030687802,0.5019841945410048
1999-04-25T16:00:00,-0.05670849731221576,-0.28273397201456135,-0.19158142307208956,0.5064683482417588
1999-04-26T16:00:00,0.14060885186574165,-0.028725119087471516,-0.36227033055755503,0.4615854477963101
1999-04-27T16:00:00,0.20307787196917698,-0.09294644825261181,-0.2101537574528441,0.507432169805559
1999-04-28T16:00:00,0.2705841603839652,-0.032264730109289805,-0.35723000446313824,0.4523038821238639
1999-04-29T16:00:00,0.2183977439143934,-0.34684852892890733,-0.28667868892439907,0.45993085377194465
1999-04-30T16:00:00,0.4446893732042403,-0.579633535864419,0.010043048164310875,0.6936873283564833
1999-05-01T16:00:00,1.1346549320816846,-0.8251580988604202,0.20602455708698272,0.43136862842328944
1999-05-02T16:00:00,1.9901966958338737,-0.7036202103218364,0.3355140388142008,0.1418647383599783
1999-05-03T16:00:00,2.1041428592844293,-0.9480540588465133,0.25843502447187694,-0.201128910031886
1999-05-04T16:00:00,2.3181787053364773,-1.2351217969473214,0.24306532818884477,-0.28604048502052565
1999-05-05T16:00:00,2.325072968857262,-1.5246136058519653,-0.048146525477432485,-0.576116683113696
1999-05-06T16:00:00,2.4242359265678264,-1.6473885732655604,-0.24383557111960039,-0.644893386498046
1999-05-07T16:00:00,3.2045287410077417,-1.709982648479021,0.043420551178053844,-0.3799684062457634
1999-05-08T16:00:00,4.016656808968804,-1.3558132591869874,-0.06797836246061947,-0.43209445519010964
1999-05-09T16:00:00,4.484016356482636,-1.2259704347258913,0.24652612742682375,-0.7961407772214496
1999-05-10T16:00:00,4.835178698908791,-0.720841269971673,0.9457733806202666,-0.44263153543878586
1999-05-11T16:00:00,4.694372507570346,-0.45086389020477063,0.5565360529722628,-0.6126196886568271
1999-05-12T16:00:00,4.2974790048600395,-0.3569465258132021,0.5091047340531573,-0.39832955932351427
1999-05-13T16:00:00,3.7475012655836117,-0.49950795452249036,0.09998626003764671,-0.6041365930943519
1999-05-14T16:00:00,3.443444545525605,-0.09698594120147874,0.13878628325422274,-0.5215762689786914
1999-05-15T16:00:00,3.20301070435602,0.2239794622759335,0.23479447303087353,-0.4915103481076441
1999-05-16T16:00:00,2.8753535002588606,0.6958700727479615,0.8071029755414857,0.4349383826102273
1999-05-17T16:00:00,2.444769552091729,0.895671545605619,0.7326484343234222,0.4883262535275721
1999-05-18T16:00:00,1.5863954603829764,0.7336328259449584,0.7877010901931853,0.3578580190063185
1999-05-19T16:00:00,1.5513731871783827,0.9349642225953348,-0.0713331004435106,0.054334745514597424
1999-05-20T16:00:00,1.5162577253123286,0.9572939114792581,-0.3998430517927534,-0.1786229478119351
1999-05-21T16:00:00,1.7236260741408969,0.8298185564418477,-0.3652498219199705,-0.24775566807778052
1999-05-22T16:00:00,2.1020103747848453,0.9475068679553845,-0.23944136423058596,-0.38562051613575254
1999-05-23T16:00:00,2.299343365576693,0.7621412065406732,-0.030720016813498924,-0.2980285281186214
1999-05-24T16:00:00,2.191917709532514,0.34979561857744185,0.3158081993816486,-0.13694221130425022
1999-05-25T16:00:00,2.1634101004703337,-0.27667549356568477,0.9277948199787949,0.18676544787096727
