DATE,IRRADIANCE,STDDEV,ACCURACY,PRECISION
2010-04-30,3.440048749325797e-05,0.005767504218965769,0.04111441224813461,0.030922248959541317
2010-05-01,3.4689561289269484e-05,0.009466074407100676,0.041019413620233536,0.030822958797216412
2010-05-02,3.5497945646056905e-05,0.005924024619162083,0.040693480521440506,0.03049124963581562
2010-05-03,3.5257686249678954e-05,0.005169342271983624,0.0408148355782032,0.030618906021118164
2010-05-04,3.500793172861449e-05,0.006438138894736767,0.04094070941209793,0.030750811100006107
2010-05-05,3.478224607533775e-05,0.007960070855915545,0.04105519130825997,0.030871408060193062
2010-05-06,3.375437154318206e-05,0.007341301999986172,0.041537340730428696,0.031363595277071
2010-05-07,3.306542566861026e-05,0.0070546064525842675,0.041883863508701324,0.031718429177999496
2010-05-08,3.222674422431737e-05,0.015213726088404655,0.04231975227594376,0.03216254711151123
2010-05-09,3.124563954770565e-05,0.015360884368419647,0.04284444823861122,0.03269607946276665
2010-05-10,2.960817982966546e-05,0.009461741894483566,0.0437488779425621,0.0336175337433815
2010-05-11,2.8988242775085382e-05,0.007009001448750496,0.04413876309990883,0.03401529043912888
2010-05-12,2.870662319764961e-05,0.006849867291748525,0.044320911169052124,0.03420108184218407
2010-05-13,2.8347440093057234e-05,0.009031537920236588,0.04454876855015755,0.0344357043504715
2010-05-14,2.8121843570261266e-05,0.00449500372633338,0.04469797015190125,0.03459024429321289
2010-05-15,2.835504528775345e-05,0.003229408524930477,0.04457704722881317,0.03446673229336738
2010-05-16,2.816806590999477e-05,0.003705726470798254,0.044712137430906296,0.0346037894487381
2010-05-17,2.823114664352033e-05,0.00459624407812953,0.04469309002161026,0.03458664193749428
2010-05-18,2.7540374503587373e-05,0.010304411873221396,0.045138750225305564,0.03504272550344467
2010-05-19,2.7235440938966352e-05,0.004233813378959894,0.045351367443799966,0.03526226058602333
2010-05-20,2.754825254669413e-05,0.0047537749633193025,0.045168593525886536,0.035079147666692734
2010-05-21,2.8014685085508972e-05,0.008580246940255165,0.04489300027489662,0.03480193763971329
2010-05-22,2.8659063900704492e-05,0.009640232659876348,0.04451877996325493,0.03442228585481644
2010-05-23,2.9159586119931188e-05,0.0054897041991353035,0.044241104274988174,0.034139703959226615
2010-05-24,2.8916385417687707e-05,0.006023250054568052,0.04441068321466446,0.03430847078561783
2010-05-25,2.9726392313023094e-05,0.007040876429527999,0.04397301003336906,0.033858202397823334
2010-05-26,3.0262104701250788e-05,0.00560506246984005,0.043701812624931335,0.03357720002532005
2010-05-27,3.0548359063686796e-05,0.005076038651168346,0.0435715951025486,0.03344152122735977
2010-05-28,3.078255758737214e-05,0.0047120884992182255,0.0434737429022789,0.03333920240402222
2010-05-29,3.1094474252313375e-05,0.007492206525057555,0.04332992807030678,0.03319233655929565
2010-05-30,3.0560004233848304e-05,0.004969053901731968,0.04363436251878738,0.033503253012895584
2010-05-31,3.0138015063130297e-05,0.0065445476211607465,0.04388119280338288,0.0337575264275074
2010-06-01,2.9835420718882233e-05,0.007210674695670605,0.04406965896487236,0.033951148390769965
2010-06-02,2.9337345040403303e-05,0.01141352392733097,0.044371485710144036,0.03426041454076767
2010-06-03,2.8615479095606127e-05,0.005168730393052101,0.044809937477111816,0.03470895439386368
2010-06-04,2.769272578007076e-05,0.013457505032420158,0.04540225118398666,0.03530843183398247
2010-06-05,2.667358603503089e-05,0.01254479493945837,0.04609192162752152,0.0360051803290844
2010-06-06,2.571977165644057e-05,0.005889775697141886,0.04677426815032959,0.036694861948490136
2010-06-07,2.574541031208355e-05,0.010643726214766502,0.046783756464719765,0.036702461540699005
2010-06-08,2.669851528480649e-05,0.0180403720587492,0.04615475609898567,0.036063279956579215
2010-06-09,2.752706495812163e-05,0.0072178738191723815,0.04563263431191445,0.035533517599105835
2010-06-10,2.775406392174773e-05,0.008745722472667694,0.045500189065933234,0.035404283553361886
2010-06-11,2.865689566533547e-05,0.013039550743997095,0.044960606843233115,0.03485696390271187
2010-06-12,3.0307763154269203e-05,0.022882120683789253,0.04403344541788101,0.03391074389219284
2010-06-13,3.10505747620482e-05,0.012621420435607432,0.043650105595588684,0.03351806849241257
2010-06-14,3.11370131385047e-05,0.006652624811977148,0.04362458363175392,0.033492203801870346
2010-06-15,3.025011938007083e-05,0.00830310583114624,0.04411964491009712,0.03400126472115517
2010-06-16,2.961968129966408e-05,0.008678440004587173,0.04447740316390991,0.03436938300728798
2010-06-17,-1.0,-1.0,-1.0,-1.0
2010-06-18,2.695110015338287e-05,0.00254256883636117,0.04614971950650215,0.03608019277453423
2010-06-19,2.716271410463378e-05,0.00518388906493783,0.046019576489925385,0.03594894707202912
2010-06-20,2.7785486963693987e-05,0.01755153015255928,0.04563695192337036,0.035558655858039856
2010-06-21,2.9587821700260968e-05,0.015556667000055313,0.04456661269068718,0.03446580097079277
2010-06-22,3.1102652428671724e-05,0.013463853858411312,0.04374954476952553,0.03362865000963211
2010-06-23,3.178667247993872e-05,0.007849410176277159,0.04341528937220573,0.0332833006978035
2010-06-24,3.23853746522218e-05,0.008969160728156567,0.043133344501256936,0.03299228847026825
2010-06-25,3.2637377444189035e-05,0.0051290192641317844,0.04303048923611641,0.032885905355215066
2010-06-26,3.2942331017693505e-05,0.007409999612718821,0.0428946428000927,0.03274897113442421
2010-06-27,3.259906225139275e-05,0.006532803177833557,0.04307408630847931,0.03293713554739952
2010-06-28,3.3041014830814674e-05,0.0035325437784194946,0.042861685156822205,0.03272522985935211
2010-06-29,3.260967059759423e-05,0.009862828068435192,0.04308067262172699,0.03295204043388367
2010-06-30,3.1897903681965545e-05,0.007360469084233046,0.0434509664773941,0.03333185613155365
2010-07-01,3.161787026328966e-05,0.002850788878276944,0.043610427528619766,0.03349337726831436
2010-07-02,3.156342427246273e-05,0.0054653435945510856,0.043651904910802834,0.033534236252307885
2010-07-03,3.10525247186888e-05,0.005819742567837238,0.04394090920686722,0.0338270477950573
2010-07-04,3.060425297007896e-05,0.00540970079600811,0.0442015714943409,0.03409043699502945
2010-07-05,3.0695213354192674e-05,0.008790384978055954,0.04416843503713608,0.03405534103512764
2010-07-06,3.0444201911450367e-05,0.006296188104897738,0.04432229325175285,0.03421112149953842
2010-07-07,3.123355418210849e-05,0.014472085051238537,0.0439055860042572,0.033784672617912286
2010-07-08,3.2201962312683456e-05,0.008378253318369389,0.04341289773583412,0.03328115120530128
2010-07-09,3.272429239586927e-05,0.008226093836128712,0.04316411539912224,0.033026035875082016
2010-07-10,3.294744237791747e-05,0.0070483735762536534,0.0430704802274704,0.032930955290794366
2010-07-11,3.2896230550250045e-05,0.0059881401248276225,0.043106041848659515,0.032967891544103615
2010-07-12,3.344778451719321e-05,0.00959807075560093,0.042848680168390274,0.032709691673517234
2010-07-13,3.349618418724276e-05,0.0070812078192830094,0.042830627411603935,0.03269542008638382
2010-07-14,3.327707963762805e-05,0.008381358347833157,0.0429382286965847,0.032808247953653336
2010-07-15,3.356411252752878e-05,0.005848226137459278,0.04280417039990425,0.032673414796590805
2010-07-16,3.3471038477728137e-05,0.005560826510190964,0.04286102950572968,0.03273032233119011
2010-07-17,3.3434585930081084e-05,0.005559657700359821,0.04289345443248749,0.032759271562099464
2010-07-18,3.4050626709358773e-05,0.00990732479840517,0.042626310139894485,0.032479289919137955
2010-07-19,3.465881309239194e-05,0.013888672925531864,0.042371347546577454,0.03221132978796959
2010-07-20,3.493084295769222e-05,0.010057377628982069,0.042270734906196594,0.03210300952196121
2010-07-21,3.563135396689177e-05,0.008331638760864735,0.04197651892900467,0.031799372285604484
2010-07-22,3.621425275923684e-05,0.007116281893104316,0.041734594851732254,0.031554389744997025
2010-07-23,3.551769623300061e-05,0.012955938465893269,0.04204704239964485,0.03187813982367516
2010-07-24,3.522326369420625e-05,0.0036551342345774174,0.04218002036213875,0.03201951459050178
2010-07-25,3.5368353564990684e-05,0.004846758674830197,0.04211684316396713,0.03196065872907638
2010-07-26,3.6057124816579744e-05,0.01010582223534584,0.04181694239377976,0.03165745735168457
2010-07-27,3.639561327872798e-05,0.008357491344213486,0.041676636785268784,0.03151414915919304
2010-07-28,3.618692426243797e-05,0.0031030441168695693,0.04177548363804817,0.03161194548010826
2010-07-29,3.617046968429349e-05,0.01224212720990181,0.04179937019944191,0.031633548438549035
2010-07-30,3.611122883739881e-05,0.010774862952530384,0.041829854249954224,0.03166612982749939
2010-07-31,3.656849730759859e-05,0.00503528816625476,0.04163867980241776,0.031471699476242065
2010-08-01,3.617313268478029e-05,0.011188731528818607,0.041813548654317856,0.0316508524119854
2010-08-02,3.682944952743128e-05,0.006924500688910484,0.0415307879447937,0.03136515617370605
